targetid,survey,program,desi_target,z,zwarn,spectype,desiname,specid,redshift
39627981320095435,main,dark,65537,0.9195984429686442,0,GALAXY,DESI J227.2241+07.9058,3.962798132009543e+16,0.9195984429686442
39628035493727359,main,dark,4611686018427453441,1.657902555966081,4,GALAXY,DESI J255.2540+10.2899,3.962803549372736e+16,1.6579025559660814
39627736733454015,main,dark,1152921504606912513,0.4960529764391291,0,GALAXY,DESI J019.3653-02.1059,3.962773673345402e+16,0.4960529764391291
39627878412848570,main,dark,65537,0.8149143461316981,0,GALAXY,DESI J185.4239+03.8493,3.962787841284857e+16,0.8149143461316981
39627800121972112,main,dark,65537,0.9305681852838105,0,GALAXY,DESI J197.7410+00.4487,3.962780012197211e+16,0.9305681852838105
39627582777330783,main,dark,65537,0.6443573213686828,0,GALAXY,DESI J167.0053-08.5696,3.962758277733078e+16,0.6443573213686828
39633030746213902,main,dark,257,0.971474647152677,0,GALAXY,DESI J260.9575+37.4051,3.96330307462139e+16,0.971474647152677
39628380282294277,main,dark,65537,1.128268497522632,0,GALAXY,DESI J270.9420+25.1971,3.962838028229428e+16,1.1282684975226318
39627726935557279,main,dark,65537,1.686051238538967,4,GALAXY,DESI J155.3106-02.4659,3.962772693555728e+16,1.6860512385389668
39627889775216707,main,dark,65537,0.5931980104596928,0,GALAXY,DESI J143.5408+04.2054,3.96278897752167e+16,0.5931980104596928
39628149360692108,main,dark,65537,0.829872237848783,0,GALAXY,DESI J007.1728+15.3276,3.962814936069211e+16,0.829872237848783
39627815280181387,main,dark,65537,1.077411689823654,0,GALAXY,DESI J021.0019+01.2122,3.9627815280181384e+16,1.0774116898236537
39633215681465011,main,bright,1152921504606847233,0.3514074152261023,0,GALAXY,DESI J129.2468+47.9827,3.963321568146501e+16,0.3514074152261023
39633443201483392,main,bright,1152921504606847233,0.364211945999419,0,GALAXY,DESI J187.7447+65.0408,3.963344320148339e+16,0.36421194599941903
39627766559152467,main,dark,65537,0.5029466615100617,0,GALAXY,DESI J357.1963-01.0233,3.962776655915246e+16,0.5029466615100617
39627962852575207,main,dark,65537,0.6425079061456572,0,GALAXY,DESI J197.9622+07.1740,3.962796285257521e+16,0.6425079061456572
39632956628667983,main,dark,257,0.9433938182135637,4,GALAXY,DESI J235.1562+33.8250,3.963295662866798e+16,0.9433938182135637
39633140171408039,main,dark,257,0.9622582777450082,0,GALAXY,DESI J181.0968+43.6052,3.963314017140804e+16,0.9622582777450082
39627942115938825,main,dark,65537,0.7175642386104368,0,GALAXY,DESI J034.4351+06.4140,3.9627942115938824e+16,0.7175642386104368
